id,name,addr,lat,lng,dong
230,제주공항약국,"제주특별자치도 제주시 공항로 2, 3층 ",33.5059364682672,126.495951277797,용담이동
231,명인약국,"제주특별자치도 제주시 연북로 511, 에이플렉스 1층 ",33.4844445262988,126.534540530554,아라일동
232,수약국,"제주특별자치도 제주시 동광로 124, 1층 ",33.5069867270985,126.540293885402,일도이동
233,차귀도 약국,제주특별자치도 제주시 한경면 고산로 8,33.3016564504699,126.179829663884,한경면 고산리
234,다정약국,"제주특별자치도 제주시 아란7길 18, 1층 101호 ",33.4745816172885,126.543512177609,아라일동
235,새우리약국,제주특별자치도 제주시 서사로 36 ,33.509244975192,126.519651446053,삼도일동
236,삼화사랑약국,"제주특별자치도 제주시 건주로 43, 1층 ",33.515618997731,126.580987069057,도련일동
237,바다약국,"제주특별자치도 제주시 절물1길 39, 1층 ",33.4893883655753,126.431700812432,외도일동
238,신한당약국,제주특별자치도 제주시 조천읍 신북로 530,33.5415018463703,126.666361762931,조천읍 함덕리
239,보림약국,제주특별자치도 제주시 동문로 35 ,33.5131036478419,126.530409934429,일도일동
240,새한온누리약국,제주특별자치도 제주시 신대로 128 ,33.4858517995196,126.496059583157,연동
241,동인한약국,"제주특별자치도 제주시 신광로 105, 1층 ",33.4826131098595,126.490067205745,연동
242,베스트약국,제주특별자치도 제주시 중앙로 354 ,33.4900853370456,126.537715735683,이도이동
243,싱싱약국,제주특별자치도 제주시 노형로 386 ,33.4841515431711,126.4769251227,노형동
244,예약국,"제주특별자치도 제주시 서광로 83, 1층 ",33.5006079534785,126.504956663437,용담이동
245,명원약국,제주특별자치도 제주시 동광로 100 ,33.5055019582814,126.538443642564,일도이동
246,남광약국,제주특별자치도 제주시 남광로2길 43 ,33.4892589358421,126.540041851833,이도이동
247,생생약국,제주특별자치도 제주시 원노형남1길 1 ,33.484006612815,126.480730767311,노형동
248,백세약국,제주특별자치도 제주시 서광로 300-1 ,33.500391586513,126.528633948144,이도이동
249,굿모닝약국,제주특별자치도 제주시 연북로 40 ,33.4816329345296,126.485625199268,노형동
250,맘꽃약국,"제주특별자치도 제주시 연오로 59, 204호 ",33.4879308657759,126.502057860304,오라삼동
251,세창약국,제주특별자치도 제주시 한림읍 한림중앙로 1,33.4145826010875,126.264869014765,한림읍 한림리
252,유성약국,제주특별자치도 제주시 도령로 5 ,33.486787562871,126.479932791957,노형동
253,열린약국,제주특별자치도 제주시 월랑로10길 34 ,33.490928248696,126.478761417262,노형동
254,신제주대웅약국,제주특별자치도 제주시 성신로 13-8 ,33.490914736412,126.484844218554,연동
255,정다운약국,제주특별자치도 제주시 서광로 302 ,33.5003324893306,126.528859722904,이도이동
256,신산약국,제주특별자치도 제주시 성지로 76-1 ,33.5115250525451,126.531362263895,일도이동
257,영신온누리약국,제주특별자치도 제주시 서문로 68 ,33.5117397203378,126.518385714275,용담일동
258,제주튼튼한약국,"제주특별자치도 제주시 중앙로 371, 1층 ",33.4891743543604,126.539431766652,이도이동
259,번영약국,"제주특별자치도 제주시 번영로 500, 1층 ",33.490149872474,126.594819609272,봉개동
260,설약국,"제주특별자치도 제주시 건주로 31, 한라신협 삼화지점 1층 ",33.5167785217559,126.580982878284,도련일동
261,상아약국,제주특별자치도 제주시 흥운길 6 ,33.5096992819115,126.511053843623,용담이동
